user_id,first_name,last_name,age,city,reg_date,plan,churn_date,total_minutes,total_messages,total_mb,messages_included,mb_per_month_included,minutes_included,usd_monthly_pay,usd_per_gb,usd_per_message,usd_per_minute,plan_name,extra_minutes,extra_messages,extra_mb,extra_gb,extra_calls_cost,extra_messages_cost,extra_internet_cost,total_extra_cost,facturacion,ratio_extra_minutes,ratio_extra_messages,ratio_extra_mb
1022,Bo,Snow,73,"New York-Newark-Jersey City, NY-NJ-PA MSA",2018-04-20,surf,2018-09-07,3837.67,0.0,133170.78,50,15360,500,20,10,0.03,0.03,surf,3337.67,0.0,117810.78,115.04958984375,100.1301,0.0,1150.4958984375,1250.6259984375001,1270.6259984375001,0.8697126098134738,0.0,0.8846593824197276
1023,Jack,Delaney,70,"Omaha-Council Bluffs, NE-IA MSA",2018-07-06,surf,,106.79,11.0,19088.76,50,15360,500,20,10,0.03,0.03,surf,0.0,0.0,3728.7599999999984,3.6413671874999984,0.0,0.0,36.413671874999984,36.413671874999984,56.413671874999984,0.0,0.0,0.19533798937419816
1024,Yuki,Tyson,74,"New York-Newark-Jersey City, NY-NJ-PA MSA",2018-08-21,surf,,530.02,0.0,10807.37,50,15360,500,20,10,0.03,0.03,surf,30.019999999999982,0.0,0.0,0.0,0.9005999999999994,0.0,0.0,0.9005999999999994,20.9006,0.05663937103053899,0.0,0.0
1025,Jess,Wilkinson,64,"Atlanta-Sandy Springs-Roswell, GA MSA",2018-10-28,ultimate,,0.0,0.0,0.0,1000,30720,3000,70,7,0.01,0.01,ultimate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0
1026,Meggan,Hamilton,49,"Houston-The Woodlands-Sugar Land, TX MSA",2018-07-20,ultimate,,335.64,22.0,13224.46,1000,30720,3000,70,7,0.01,0.01,ultimate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0
1027,Georgeanna,Cardenas,38,"New York-Newark-Jersey City, NY-NJ-PA MSA",2018-06-26,surf,,2014.79,78.0,92095.44,50,15360,500,20,10,0.03,0.03,surf,1514.79,28.0,76735.44,74.936953125,45.4437,0.84,749.36953125,795.65323125,815.65323125,0.7518351751208058,0.35897431295201115,0.8332164979250637
1028,Jefferey,Rasmussen,57,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",2018-02-21,ultimate,,488.46,756.0,390159.35,1000,30720,3000,70,7,0.01,0.01,ultimate,0.0,0.0,359439.35,351.014990234375,0.0,0.0,2457.1049316406247,2457.1049316406247,2527.1049316406247,0.0,0.0,0.9212629403621555
1029,Franklyn,Henson,59,"Tampa-St. Petersburg-Clearwater, FL MSA",2018-01-05,surf,,2611.37,50.0,67200.36,50,15360,500,20,10,0.03,0.03,surf,2111.37,0.0,51840.36,50.6253515625,63.3411,0.0,506.253515625,569.594615625,589.594615625,0.8085296192859318,0.0,0.7714297957970121
1030,Chase,Kane,30,"Chicago-Naperville-Elgin, IL-IN-WI MSA",2018-02-14,ultimate,,1279.24,30.0,43516.14,1000,30720,3000,70,7,0.01,0.01,ultimate,0.0,0.0,12796.14,12.49623046875,0.0,0.0,87.47361328125,87.47361328125,157.47361328124998,0.0,0.0,0.2940550333062502
1031,Lane,Martin,52,"New York-Newark-Jersey City, NY-NJ-PA MSA",2018-07-15,ultimate,,2774.77,14.0,92871.68,1000,30720,3000,70,7,0.01,0.01,ultimate,0.0,0.0,62151.67999999999,60.69499999999999,0.0,0.0,424.86499999999995,424.86499999999995,494.86499999999995,0.0,0.0,0.6692210154194237
1032,Delila,Dalton,59,"Birmingham-Hoover, AL MSA",2018-06-07,ultimate,,1018.81,42.0,28759.75,1000,30720,3000,70,7,0.01,0.01,ultimate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0
1033,Latoyia,Moran,28,"Oklahoma City, OK MSA",2018-05-30,ultimate,,2402.96,108.0,81915.41,1000,30720,3000,70,7,0.01,0.01,ultimate,0.0,0.0,51195.41,49.995517578125,0.0,0.0,349.968623046875,349.968623046875,419.968623046875,0.0,0.0,0.6249789873938275
1034,Jc,Gentry,22,"New York-Newark-Jersey City, NY-NJ-PA MSA",2018-08-13,surf,,5.3100000000000005,4.0,997.42,50,15360,500,20,10,0.03,0.03,surf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1035,Jeff,Cummings,67,"Charlotte-Concord-Gastonia, NC-SC MSA",2018-12-08,surf,,591.96,66.0,15500.04,50,15360,500,20,10,0.03,0.03,surf,91.96000000000004,16.0,140.04000000000087,0.13675781250000085,2.758800000000001,0.48,1.3675781250000085,4.60637812500001,24.60637812500001,0.15534833172261084,0.24242420569330217,0.009034815388195947
1036,Myron,Hodge,70,"Denver-Aurora-Lakewood, CO MSA",2018-05-09,ultimate,,2648.38,438.0,78099.96,1000,30720,3000,70,7,0.01,0.01,ultimate,0.0,0.0,47379.96000000001,46.269492187500006,0.0,0.0,323.88644531250003,323.88644531250003,393.88644531250003,0.0,0.0,0.6066579290685093
1037,Reena,Velazquez,20,"Seattle-Tacoma-Bellevue, WA MSA",2018-08-11,ultimate,,437.66,44.0,14370.44,1000,30720,3000,70,7,0.01,0.01,ultimate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0
1038,Olympia,Velazquez,32,"Nashville-Davidson–Murfreesboro–Franklin, TN MSA",2018-06-25,ultimate,,1006.29,255.0,105265.85,1000,30720,3000,70,7,0.01,0.01,ultimate,0.0,0.0,74545.85,72.798681640625,0.0,0.0,509.59077148437507,509.59077148437507,579.5907714843751,0.0,0.0,0.7081674635498438
1039,Flo,Hicks,56,"Columbus, OH MSA",2018-05-30,ultimate,,3037.61,147.0,127823.39,1000,30720,3000,70,7,0.01,0.01,ultimate,37.61000000000013,0.0,97103.39,94.827529296875,0.37610000000000127,0.0,663.792705078125,664.1688050781249,734.1688050781249,0.012381444581821128,0.0,0.7596683986585187
1040,Paris,Santos,72,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",2018-12-23,surf,2018-12-30,280.93,0.0,16961.4,50,15360,500,20,10,0.03,0.03,surf,0.0,0.0,1601.4000000000015,1.5638671875000014,0.0,0.0,15.638671875000014,15.638671875000014,35.638671875000014,0.0,0.0,0.0944143761161141
1041,Drucilla,Lynn,58,"Las Vegas-Henderson-Paradise, NV MSA",2018-03-17,ultimate,,3474.59,0.0,191599.12,1000,30720,3000,70,7,0.01,0.01,ultimate,474.59000000000015,0.0,160879.12,157.108515625,4.745900000000002,0.0,1099.7596093749999,1104.5055093749997,1174.5055093749997,0.13658877698782082,0.0,0.8396652343267722
1042,Clementina,Mclaughlin,40,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",2018-01-15,surf,,3454.4,0.0,89795.43,50,15360,500,20,10,0.03,0.03,surf,2954.4,0.0,74435.43,72.690849609375,88.632,0.0,726.9084960937499,815.5404960937499,835.5404960937499,0.855257060979455,0.0,0.8289445241446091
1043,Carlos,Hinton,42,"New York-Newark-Jersey City, NY-NJ-PA MSA",2018-06-20,ultimate,,1242.27,599.0,204237.44,1000,30720,3000,70,7,0.01,0.01,ultimate,0.0,0.0,173517.44,169.450625,0.0,0.0,1186.154375,1186.154375,1256.154375,0.0,0.0,0.8495868337925904
1044,Devora,Galloway,74,"Albuquerque, NM MSA",2018-08-30,surf,,1096.11,160.0,83106.74,50,15360,500,20,10,0.03,0.03,surf,596.1099999999999,110.0,67746.74,66.15892578125,17.883299999999995,3.3,661.5892578125,682.7725578125,702.7725578125,0.5438413978173595,0.6874999570312527,0.8151774451969627
1045,Barney,Ortega,20,"New York-Newark-Jersey City, NY-NJ-PA MSA",2018-10-15,surf,,1413.01,130.0,51062.25,50,15360,500,20,10,0.03,0.03,surf,913.01,80.0,35702.25,34.865478515625,27.3903,2.4,348.65478515625,378.44508515625,398.44508515625,0.6461454579504359,0.6153845680473409,0.6991906935751576
1046,Beata,Hooper,67,"Boston-Cambridge-Newton, MA-NH MSA",2018-02-19,surf,,3312.11,238.0,147555.67,50,15360,500,20,10,0.03,0.03,surf,2812.11,188.0,132195.67,129.097333984375,84.3633,5.64,1290.9733398437502,1380.9766398437503,1400.9766398437503,0.8490388276686498,0.7899159331968095,0.8959036951344599
1047,Yuk,French,22,"Indianapolis-Carmel-Anderson, IN MSA",2018-06-16,ultimate,,349.48,7.0,17146.8,1000,30720,3000,70,7,0.01,0.01,ultimate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0
1048,Linwood,Terrell,42,"Miami-Fort Lauderdale-West Palm Beach, FL MSA",2018-08-24,surf,,905.25,0.0,43302.69,50,15360,500,20,10,0.03,0.03,surf,405.25,0.0,27942.690000000002,27.287783203125002,12.157499999999999,0.0,272.87783203125,285.03533203125005,305.03533203125005,0.4476663855546381,0.0,0.6452876251694092
1049,Loise,Avery,25,"New York-Newark-Jersey City, NY-NJ-PA MSA",2018-02-21,surf,,2688.88,0.0,74030.83,50,15360,500,20,10,0.03,0.03,surf,2188.88,0.0,58670.83,57.295732421875,65.6664,0.0,572.95732421875,638.62372421875,658.62372421875,0.8140489690352527,0.0,0.792518873448735
1050,Jone,Owen,23,"Miami-Fort Lauderdale-West Palm Beach, FL MSA",2018-03-20,ultimate,2018-10-07,3336.07,0.0,155991.0,1000,30720,3000,70,7,0.01,0.01,ultimate,336.07000000000016,0.0,125271.0,122.3349609375,3.360700000000002,0.0,856.3447265625,859.7054265625,929.7054265625,0.10073829355877341,0.0,0.8030655614232189
1051,Rosario,Gibbs,55,"San Diego-Chula Vista-Carlsbad, CA MSA",2018-12-11,surf,,164.92000000000002,60.0,10369.73,50,15360,500,20,10,0.03,0.03,surf,0.0,10.0,0.0,0.0,0.0,0.3,0.0,0.3,20.3,0.0,0.16666663888889352,0.0
1052,Edmond,Hopkins,47,"Houston-The Woodlands-Sugar Land, TX MSA",2018-03-05,surf,,1333.32,318.0,31284.15,50,15360,500,20,10,0.03,0.03,surf,833.3199999999999,268.0,15924.150000000001,15.550927734375001,24.999599999999997,8.04,155.50927734375,188.54887734375,208.54887734375,0.6249962452749809,0.8427672690953689,0.5090165465550394
1053,Piper,Espinoza,27,"New York-Newark-Jersey City, NY-NJ-PA MSA",2018-07-30,surf,,2046.21,75.0,97132.25,50,15360,500,20,10,0.03,0.03,surf,1546.21,25.0,81772.25,79.855712890625,46.3863,0.75,798.55712890625,845.69342890625,865.69342890625,0.7556458000124826,0.3333332888888948,0.8418650859172041
1054,Denis,Frost,50,"Phoenix-Mesa-Chandler, AZ MSA",2018-04-21,surf,2018-12-31,2103.11,246.0,171648.65,50,15360,500,20,10,0.03,0.03,surf,1603.1100000000001,196.0,156288.65,152.625634765625,48.0933,5.88,1526.25634765625,1580.22964765625,1600.22964765625,0.7622568445670609,0.7967479350915474,0.9105148801979792
1055,Patrick,Mclean,52,"Portland-Vancouver-Hillsboro, OR-WA MSA",2018-01-13,surf,,1814.32,608.0,113585.68,50,15360,500,20,10,0.03,0.03,surf,1314.32,558.0,98225.68,95.923515625,39.42959999999999,16.74,959.2351562499999,1015.4047562499999,1035.40475625,0.7244146527381352,0.9177631427999483,0.8647716859321728
1056,Denis,Chandler,33,"Cincinnati, OH-KY-IN MSA",2018-03-01,surf,,1841.32,186.0,103250.11,50,15360,500,20,10,0.03,0.03,surf,1341.32,136.0,87890.11,85.830185546875,40.239599999999996,4.08,858.30185546875,902.62145546875,922.62145546875,0.7284556691479174,0.7311827563880239,0.8512350252361731
1057,Theo,Sargent,18,"Atlanta-Sandy Springs-Roswell, GA MSA",2018-08-07,ultimate,,3277.49,400.0,91832.66,1000,30720,3000,70,7,0.01,0.01,ultimate,277.4899999999998,0.0,61112.66,59.68033203125,2.774899999999998,0.0,417.76232421875,420.53722421875,490.53722421875,0.08466539917844014,0.0,0.6654784909132025
1058,Reinaldo,Colon,59,"Los Angeles-Long Beach-Anaheim, CA MSA",2018-11-06,surf,,1148.86,55.0,17019.15,50,15360,500,20,10,0.03,0.03,surf,648.8599999999999,5.0,1659.1500000000015,1.6202636718750014,19.465799999999998,0.15,16.202636718750014,35.81843671875001,55.81843671875001,0.5647859568199262,0.09090907438016829,0.09748724225505556
1059,Avril,Richardson,34,"Chicago-Naperville-Elgin, IL-IN-WI MSA",2018-04-22,ultimate,,6006.06,533.0,120820.2,1000,30720,3000,70,7,0.01,0.01,ultimate,3006.0600000000004,0.0,90100.2,87.9884765625,30.060600000000004,0.0,615.9193359375,645.9799359375,715.9799359375,0.5005044896312983,0.0,0.7457378815176818
1060,Denisse,Santos,53,"Atlanta-Sandy Springs-Roswell, GA MSA",2018-04-07,surf,,3007.15,330.0,107380.33,50,15360,500,20,10,0.03,0.03,surf,2507.15,280.0,92020.33,89.863603515625,75.2145,8.4,898.63603515625,982.2505351562501,1002.2505351562501,0.8337296083210693,0.8484848227731873,0.8569570422388386
1061,Maryam,Valencia,38,"Columbia, SC MSA",2018-03-08,ultimate,,4660.8,522.0,171688.77,1000,30720,3000,70,7,0.01,0.01,ultimate,1660.8000000000002,0.0,140968.77,137.664814453125,16.608,0.0,963.6537011718749,980.2617011718748,1050.2617011718748,0.3563336758575059,0.0,0.8210715819781882
1062,Kristeen,Head,41,"San Antonio-New Braunfels, TX MSA",2018-02-06,ultimate,,2335.11,80.0,148236.62,1000,30720,3000,70,7,0.01,0.01,ultimate,0.0,0.0,117516.62,114.76232421875,0.0,0.0,803.33626953125,803.33626953125,873.33626953125,0.0,0.0,0.7927637583214753
1063,Larhonda,Hartman,60,"New York-Newark-Jersey City, NY-NJ-PA MSA",2018-11-05,ultimate,,158.24,0.0,20931.24,1000,30720,3000,70,7,0.01,0.01,ultimate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0
1064,Gerardo,Ashley,46,"New York-Newark-Jersey City, NY-NJ-PA MSA",2018-06-03,surf,,3229.99,133.0,112989.09,50,15360,500,20,10,0.03,0.03,surf,2729.99,83.0,97629.09,95.340908203125,81.8997,2.4899999999999998,953.4090820312499,1037.7987820312499,1057.7987820312499,0.8452007565187484,0.6240601034541275,0.8640576713323332
1065,Sherlyn,Noel,26,"Los Angeles-Long Beach-Anaheim, CA MSA",2018-08-03,surf,,1925.68,100.0,64225.1,50,15360,500,20,10,0.03,0.03,surf,1425.68,50.0,48865.1,47.71982421875,42.7704,1.5,477.1982421875,521.4686421875,541.4686421875,0.740351456418764,0.49999995000000497,0.7608411663413772
1066,Ariel,Woods,61,"Boston-Cambridge-Newton, MA-NH MSA",2018-03-08,surf,,4042.38,336.0,194480.2,50,15360,500,20,10,0.03,0.03,surf,3542.38,286.0,179120.2,174.9220703125,106.2714,8.58,1749.220703125,1864.072103125,1884.072103125,0.8763104881868837,0.8511904508574272,0.9210202374883911
1067,Robt,Allen,37,"Grand Rapids-Kentwood, MI MSA",2018-09-24,surf,2018-11-24,1232.88,99.0,60979.41,50,15360,500,20,10,0.03,0.03,surf,732.8800000000001,49.0,45619.41,44.550205078125,21.986400000000003,1.47,445.50205078125003,468.95845078125,488.95845078125,0.5944455211014412,0.4949494449546015,0.7481116985638083
1068,Marcel,Jimenez,47,"New York-Newark-Jersey City, NY-NJ-PA MSA",2018-01-29,surf,,1716.6,0.0,113393.52,50,15360,500,20,10,0.03,0.03,surf,1216.6,0.0,98033.52,95.735859375,36.498,0.0,957.3585937500001,993.8565937500001,1013.8565937500001,0.7087265483588108,0.0,0.8645425240468289
1069,Dino,Fry,31,"Houston-The Woodlands-Sugar Land, TX MSA",2018-09-17,ultimate,,2005.57,370.0,46150.44,1000,30720,3000,70,7,0.01,0.01,ultimate,0.0,0.0,15430.440000000002,15.068789062500002,0.0,0.0,105.48152343750002,105.48152343750002,175.48152343750002,0.0,0.0,0.33435087502213395
1070,Jacelyn,Contreras,66,"Chicago-Naperville-Elgin, IL-IN-WI MSA",2018-05-12,surf,,297.04,17.0,15401.48,50,15360,500,20,10,0.03,0.03,surf,0.0,0.0,41.47999999999956,0.040507812499999574,0.0,0.0,0.40507812499999574,0.40507812499999574,20.405078124999996,0.0,0.0,0.002693247660164289
1071,Isa,Roy,29,"New York-Newark-Jersey City, NY-NJ-PA MSA",2018-05-23,surf,,3354.34,0.0,112746.7,50,15360,500,20,10,0.03,0.03,surf,2854.34,0.0,97386.7,95.10419921875,85.6302,0.0,951.0419921875,1036.6721921875,1056.6721921875,0.8509393774902383,0.0,0.8637654139000285
1072,Seymour,Spence,66,"Dallas-Fort Worth-Arlington, TX MSA",2018-07-12,surf,,2903.36,94.0,164408.85,50,15360,500,20,10,0.03,0.03,surf,2403.36,44.0,149048.85,145.555517578125,72.1008,1.3199999999999998,1455.55517578125,1528.97597578125,1548.97597578125,0.8277857350525399,0.4680850565866961,0.9065743723098499
1073,Grady,Crawford,30,"Chicago-Naperville-Elgin, IL-IN-WI MSA",2018-04-06,surf,,2472.99,0.0,128858.63,50,15360,500,20,10,0.03,0.03,surf,1972.9899999999998,0.0,113498.63,110.838505859375,59.18969999999999,0.0,1108.38505859375,1167.57475859375,1187.57475859375,0.797815596513469,0.0,0.8807996017898996
1074,Particia,Fuller,69,"Knoxville, TN MSA",2018-11-26,ultimate,,684.92,0.0,11669.33,1000,30720,3000,70,7,0.01,0.01,ultimate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0
1075,Salena,Bates,35,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",2018-08-06,surf,,647.82,244.0,45642.87,50,15360,500,20,10,0.03,0.03,surf,147.82000000000005,194.0,30282.870000000003,29.573115234375003,4.434600000000001,5.819999999999999,295.73115234375,305.98575234375,325.98575234375,0.2281806639470739,0.7950819346277895,0.6634742730543731
1076,Ronny,Browning,51,"Buffalo-Cheektowaga, NY MSA",2018-07-29,surf,,1770.87,740.0,106836.15,50,15360,500,20,10,0.03,0.03,surf,1270.87,690.0,91476.15,89.332177734375,38.126099999999994,20.7,893.32177734375,952.14787734375,972.14787734375,0.7176529010167155,0.9324324198319943,0.8562284394508574
1077,Chau,Webster,23,"Charlotte-Concord-Gastonia, NC-SC MSA",2018-01-14,ultimate,,8024.09,804.0,228772.19,1000,30720,3000,70,7,0.01,0.01,ultimate,5024.09,0.0,198052.19,193.410341796875,50.2409,0.0,1353.872392578125,1404.113292578125,1474.113292578125,0.6261258278183248,0.0,0.8657179440881465
1078,Earnest,Gray,47,"Seattle-Tacoma-Bellevue, WA MSA",2018-02-11,surf,,168.7,68.0,20678.28,50,15360,500,20,10,0.03,0.03,surf,0.0,18.0,5318.279999999999,5.193632812499999,0.0,0.54,51.93632812499999,52.47632812499999,72.47632812499998,0.0,0.26470584342561126,0.25719160381947065
1079,Brian,Mccall,48,"New York-Newark-Jersey City, NY-NJ-PA MSA",2018-01-26,surf,,3575.19,396.0,85673.28,50,15360,500,20,10,0.03,0.03,surf,3075.19,346.0,70313.28,68.6653125,92.2557,10.379999999999999,686.653125,789.2888250000001,809.2888250000001,0.8601472904652695,0.8737373516732992,0.8207142295916866
1080,Neal,Mcgee,45,"New York-Newark-Jersey City, NY-NJ-PA MSA",2018-08-03,surf,,0.0,265.0,134284.33,50,15360,500,20,10,0.03,0.03,surf,0.0,215.0,118924.32999999999,116.13704101562499,0.0,6.45,1161.3704101562498,1167.8204101562499,1187.8204101562499,0.0,0.8113207241011048,0.885615842080337
1081,Grayce,Sears,44,"Dallas-Fort Worth-Arlington, TX MSA",2018-04-27,surf,,1775.22,231.0,128554.92,50,15360,500,20,10,0.03,0.03,surf,1275.22,181.0,113194.92,110.5419140625,38.2566,5.43,1105.419140625,1149.105740625,1169.105740625,0.7183447644892196,0.783549749629881,0.8805179917749925
1082,Dominic,Witt,64,"Memphis, TN-MS-AR MSA",2018-04-15,surf,,5088.37,243.0,144900.36,50,15360,500,20,10,0.03,0.03,surf,4588.37,193.0,129540.35999999999,126.50425781249999,137.65109999999999,5.79,1265.0425781249999,1408.4836781249999,1428.4836781249999,0.9017367036954139,0.7942386504428539,0.8939961225152239
1083,Lyndia,Acevedo,65,"Los Angeles-Long Beach-Anaheim, CA MSA",2018-10-26,surf,2018-12-18,892.87,24.0,41719.78,50,15360,500,20,10,0.03,0.03,surf,392.87,0.0,26359.78,25.74197265625,11.7861,0.0,257.4197265625,269.20582656249996,289.20582656249996,0.4400080589558608,0.0,0.6318293143847284
